"1059 N El Camino Real, Encinitas, CA 92024",8,POSSESS CONTROLLED SUBSTANCE (M),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1060 N El Camino Real, Encinitas, CA 92024",8,USE/UNDER INFL OF CONTROLLED SUBS (M),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1061 N El Camino Real, Encinitas, CA 92024",8,GRAND THEFT (SHOPLIFTING),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1062 N El Camino Real, Encinitas, CA 92024",8,SHOPLIFTING (M),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1063 N El Camino Real, Encinitas, CA 92024",8,PETTY THEFT(Shoplift) (M),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1064 N El Camino Real, Encinitas, CA 92024",8,SHOPLIFTING (M),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1065 N El Camino Real, Encinitas, CA 92024",8,VANDALISM ($400 OR MORE) (F),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1066 N El Camino Real, Encinitas, CA 92024",8,SHOPLIFTING (M),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1067 N El Camino Real, Encinitas, CA 92024",8,SHOPLIFTING (M),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1068 N El Camino Real, Encinitas, CA 92024",8,PETTY THEFT(All Other Larceny) (M),700  GARDEN VIEW COURT,700, GARDEN VIEW COURT ,Encinitas,CA,92024,700  GARDEN VIEW COURT,,,GARDEN,VIEW,COURT,,,,,
"1069 N El Camino Real, Encinitas, CA 92024",8,FRAUD,400 N  EL CAMINO REAL STREET,400,N  EL CAMINO REAL,Encinitas,CA,92024,400 N  EL CAMINO REAL STREET,,N,,EL,CAMINO,REAL,,,STREET,
"1070 N El Camino Real, Encinitas, CA 92024",8,SHOPLIFTING (M),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1071 N El Camino Real, Encinitas, CA 92024",8,PETTY THEFT(Shoplift) (M),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1072 N El Camino Real, Encinitas, CA 92024",8,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1500  LEUCADIA BOULEVARD,1500, LEUCADIA BOULEVARD  ,Encinitas,CA,92024,1500  LEUCADIA BOULEVARD,,,LEUCADIA,BOULEVARD,,,,,,
"1073 N El Camino Real, Encinitas, CA 92024",8,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1074 N El Camino Real, Encinitas, CA 92024",8,SHOPLIFTING (M),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1075 N El Camino Real, Encinitas, CA 92024",8,SHOPLIFTING (M),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1076 N El Camino Real, Encinitas, CA 92024",8,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),700  GARDEN VIEW COURT,700, GARDEN VIEW COURT ,Encinitas,CA,92024,700  GARDEN VIEW COURT,,,GARDEN,VIEW,COURT,,,,,
"1077 N El Camino Real, Encinitas, CA 92024",8,PETTY THEFT(Shoplift) (M),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1078 N El Camino Real, Encinitas, CA 92024",8,GRAND THEFT (Shoplifting) (F),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1079 N El Camino Real, Encinitas, CA 92024",8,PETTY THEFT(Shoplift) (M),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1080 N El Camino Real, Encinitas, CA 92024",8,COMMERCIAL BURGLARY,400 N  EL CAMINO REAL,400,N  EL CAMINO REAL,Encinitas,CA,92024,400 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1081 N El Camino Real, Encinitas, CA 92024",8,GRAND THEFT (Shoplifting) (F),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1082 N El Camino Real, Encinitas, CA 92024",8,GRAND THEFT:MONEY/LABOR/PROPERTY (F),800  JENSEN COURT,800, JENSEN COURT  ,Encinitas,CA,92024,800  JENSEN COURT,,,JENSEN,COURT,,,,,,
"1083 N El Camino Real, Encinitas, CA 92024",8,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1084 N El Camino Real, Encinitas, CA 92024",8,GRAND THEFT (Shoplifting) (F),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1085 N El Camino Real, Encinitas, CA 92024",8,POSS CONTROLLED SUBS PARAPHERNALIA (M),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1086 N El Camino Real, Encinitas, CA 92024",8,POSS CONTROLLED SUBS PARAPHERNALIA (M),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
"1087 N El Camino Real, Encinitas, CA 92024",8,SHOPLIFTING (M),1000 N  EL CAMINO REAL,1000,N  EL CAMINO REAL,Encinitas,CA,92024,1000 N  EL CAMINO REAL,,N,,EL,CAMINO,REAL,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Store Address,ID,Description,Location,Street No.,Street Name,city,state,zip,,,,,,,,,,,
"13425 Community Rd, Poway, CA 92064",1,TREATMENT MANDATED FELONY ACT/MISD POSS W/ 2 PRIORS,13400  COMMUNITY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13426 Community Rd, Poway, CA 92064",1,DUI DRUG,13300  POWAY ROAD,13300,  ,Poway,CA,92064,,,,,,,,,,,
"13427 Community Rd, Poway, CA 92064",1,SHOPLIFTING,13400  COMMUNITY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13428 Community Rd, Poway, CA 92064",1,TREATMENT MANDATED FELONY ACT/MISD POSS W/ 2 PRIORS,13200  POWAY ROAD,13200,  ,Poway,CA,92064,,,,,,,,,,,
"13429 Community Rd, Poway, CA 92064",1,PETTY THEFT(SHOPLIFT),13500  POWAY ROAD,13500,  ,Poway,CA,92064,,,,,,,,,,,
"13430 Community Rd, Poway, CA 92064",1,PETTY THEFT(SHOPLIFT),13600  POWAY ROAD,13600,  ,Poway,CA,92064,,,,,,,,,,,
"13431 Community Rd, Poway, CA 92064",1,PETTY THEFT(SHOPLIFT),13700  POWAY ROAD,13700,  ,Poway,CA,92064,,,,,,,,,,,
"13432 Community Rd, Poway, CA 92064",1,GRAND THEFT (SHOPLIFTING),13400  COMMUNITY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13433 Community Rd, Poway, CA 92064",1,POSS CONTROLLED SUBS PARAPHERNALIA,13300  COMMUNITY ROAD,13300,  ,Poway,CA,92064,,,,,,,,,,,
"13434 Community Rd, Poway, CA 92064",1,POSS CONTROLLED SUBS PARAPHERNALIA,13300  COMMUNITY ROAD,13300,  ,Poway,CA,92064,,,,,,,,,,,
"13435 Community Rd, Poway, CA 92064",1,PETTY THEFT(ALL OTHER LARCENY),13400  COMMUNITY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13436 Community Rd, Poway, CA 92064",1,COMMERCIAL BURGLARY,13400  COMMUNITY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13437 Community Rd, Poway, CA 92064",1,PETTY THEFT W/ 2 PRIOR CONVICTIONS,13400  POWAY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13438 Community Rd, Poway, CA 92064",1,SHOPLIFTING,13400  COMMUNITY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13439 Community Rd, Poway, CA 92064",1,COMMERCIAL BURGLARY,13200  POWAY ROAD,13200,  ,Poway,CA,92064,,,,,,,,,,,
"13440 Community Rd, Poway, CA 92064",1,PETTY THEFT(ALL OTHER LARCENY),13400  COMMUNITY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13441 Community Rd, Poway, CA 92064",1,PETTY THEFT(ALL OTHER LARCENY),13400  COMMUNITY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13442 Community Rd, Poway, CA 92064",1,SHOPLIFTING,13500  POWAY ROAD,13500,  ,Poway,CA,92064,,,,,,,,,,,
"13443 Community Rd, Poway, CA 92064",1,BATTERY ON PERSON,13600  POWAY ROAD,13600,  ,Poway,CA,92064,,,,,,,,,,,
"13444 Community Rd, Poway, CA 92064",1,GRAND THEFT (SHOPLIFTING),13700  POWAY ROAD,13700,  ,Poway,CA,92064,,,,,,,,,,,
"13445 Community Rd, Poway, CA 92064",1,SIMPLE BATTERY,13400  POWAY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13446 Community Rd, Poway, CA 92064",1,DISORD CONDUCT:ALC,13400  COMMUNITY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13447 Community Rd, Poway, CA 92064",1,SIMPLE BATTERY,13400  COMMUNITY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13448 Community Rd, Poway, CA 92064",1,COMMERCIAL BURGLARY,13700  POWAY ROAD,13700,  ,Poway,CA,92064,,,,,,,,,,,
"13449 Community Rd, Poway, CA 92064",1,POSS NARCOTIC CONTROLLED SUBS,13500  POWAY ROAD,13500,  ,Poway,CA,92064,,,,,,,,,,,
"13450 Community Rd, Poway, CA 92064",1,CARRY CONCEALED WEAPON IN VEHICLE,13500  POWAY ROAD,13500,  ,Poway,CA,92064,,,,,,,,,,,
"13451 Community Rd, Poway, CA 92064",1,VANDALISM ($400 OR MORE),13600  MULBERRY TREE COURT,13600,  ,Poway,CA,92064,,,,,,,,,,,
"13452 Community Rd, Poway, CA 92064",1,FRAUD,13300  COMMUNITY ROAD,13300,  ,Poway,CA,92064,,,,,,,,,,,
"13453 Community Rd, Poway, CA 92064",1,OTHER SEX CRIME,13300  POWAY ROAD,13300,  ,Poway,CA,92064,,,,,,,,,,,
"13454 Community Rd, Poway, CA 92064",1,GRAND THEFT (SHOPLIFTING),13700  POWAY ROAD,13700,  ,Poway,CA,92064,,,,,,,,,,,
"13455 Community Rd, Poway, CA 92064",1,DISORD CONDUCT:ALC,13300  NOKONI DRIVE,13300,  ,Poway,CA,92064,,,,,,,,,,,
"13456 Community Rd, Poway, CA 92064",1,SHOPLIFTING,13400  COMMUNITY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13457 Community Rd, Poway, CA 92064",1,SHOPLIFTING,13400  COMMUNITY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13458 Community Rd, Poway, CA 92064",1,SHOPLIFTING,13400  COMMUNITY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13459 Community Rd, Poway, CA 92064",1,VEHICLE BREAK-IN/THEFT,13400  MIDLAND ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13460 Community Rd, Poway, CA 92064",1,COMMERCIAL ROBBERY - NO WEAPON,13500  POWAY ROAD,13500,  ,Poway,CA,92064,,,,,,,,,,,
"13461 Community Rd, Poway, CA 92064",1,USE/UNDER INFL OF CONTROLLED SUBS,13400  COMMUNITY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13462 Community Rd, Poway, CA 92064",1,VEHICLE BREAK-IN/THEFT,13600  HILLEARY PLACE,13600,  ,Poway,CA,92064,,,,,,,,,,,
"13463 Community Rd, Poway, CA 92064",1,PETTY THEFT(FROM BUILDING),13400  COMMUNITY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13464 Community Rd, Poway, CA 92064",1,POSS CONTROLLED SUBS PARAPHERNALIA,13600  POWAY ROAD,13600,  ,Poway,CA,92064,,,,,,,,,,,
"13465 Community Rd, Poway, CA 92064",1,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,13300  POWAY ROAD,13300,  ,Poway,CA,92064,,,,,,,,,,,
"13466 Community Rd, Poway, CA 92064",1,ADW WITH FORCE:POSSIBLE GBI,13700  MIDLAND ROAD,13700,  ,Poway,CA,92064,,,,,,,,,,,
"13467 Community Rd, Poway, CA 92064",1,VANDALISM ($400 OR MORE),13600  POWAY ROAD,13600,  ,Poway,CA,92064,,,,,,,,,,,
"13468 Community Rd, Poway, CA 92064",1,COMMERCIAL BURGLARY,13300  POWAY ROAD,13300,  ,Poway,CA,92064,,,,,,,,,,,
"13469 Community Rd, Poway, CA 92064",1,BATTERY ON PERSON,13200  CIVIC CENTER DRIVE,13200,  ,Poway,CA,92064,,,,,,,,,,,
"13470 Community Rd, Poway, CA 92064",1,SHOPLIFTING,13400  COMMUNITY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13471 Community Rd, Poway, CA 92064",1,WILLFUL CRUELTY TO CHILD NO GBI,13200  CIVIC CENTER DRIVE,13200,  ,Poway,CA,92064,,,,,,,,,,,
"13472 Community Rd, Poway, CA 92064",1,SPOUSAL/COHABITANT ABUSE WITH MINOR INJURY,13400  MIDLAND ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13473 Community Rd, Poway, CA 92064",1,SHOPLIFTING (M),13500  POWAY ROAD,13500,  ,Poway,CA,92064,,,,,,,,,,,
"13474 Community Rd, Poway, CA 92064",1,DUI ALCOHOL (M),MIDLAND ROAD & POWAY ROAD,0,  ,Poway,CA,92064,,,,,,,,,,,
"13475 Community Rd, Poway, CA 92064",1,COMMERCIAL BURGLARY,13500  POWAY ROAD,13500,  ,Poway,CA,92064,,,,,,,,,,,
"13476 Community Rd, Poway, CA 92064",1,COMMERCIAL BURGLARY,13500  POWAY ROAD,13500,  ,Poway,CA,92064,,,,,,,,,,,
"13477 Community Rd, Poway, CA 92064",1,FRAUD,13100  MULBERRY TREE LANE,13100,  ,Poway,CA,92064,,,,,,,,,,,
"13478 Community Rd, Poway, CA 92064",1,FRAUD,13400  POWAY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13479 Community Rd, Poway, CA 92064",1,SHOPLIFTING (M),13400  COMMUNITY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13480 Community Rd, Poway, CA 92064",1,VANDALISM ($400 OR MORE) (F),13600  MELISSA LANE,13600,  ,Poway,CA,92064,,,,,,,,,,,
"13481 Community Rd, Poway, CA 92064",1,POSSESS/PURCHASE FOR SALE NARCOTIC/CONTROLLED SUBSTANCE (F),13700  POWAY ROAD,13700,  ,Poway,CA,92064,,,,,,,,,,,
"13482 Community Rd, Poway, CA 92064",1,SHOPLIFTING (M),13500  POWAY ROAD,13500,  ,Poway,CA,92064,,,,,,,,,,,
"13483 Community Rd, Poway, CA 92064",1,POSSESS MARIJUANA FOR SALE (M),BOWRON ROAD & POWAY ROAD,0,  ,Poway,CA,92064,,,,,,,,,,,
"13484 Community Rd, Poway, CA 92064",1,SHOPLIFTING (M),13500  POWAY ROAD,13500,  ,Poway,CA,92064,,,,,,,,,,,
"13485 Community Rd, Poway, CA 92064",1,SHOPLIFTING (M),13600  POWAY ROAD,13600,  ,Poway,CA,92064,,,,,,,,,,,
"13486 Community Rd, Poway, CA 92064",1,CARRY CONCEALED DIRK OR DAGGER (M),13300  POWAY ROAD,13300,  ,Poway,CA,92064,,,,,,,,,,,
"13487 Community Rd, Poway, CA 92064",1,DUI ALCOHOL (M),FAIRGATE DRIVE & GATE DRIVE,0,  ,Poway,CA,92064,,,,,,,,,,,
"13488 Community Rd, Poway, CA 92064",1,USE/UNDER INFL OF CONTROLLED SUBS (M),13600  POWAY ROAD,13600,  ,Poway,CA,92064,,,,,,,,,,,
"13489 Community Rd, Poway, CA 92064",1,COMMERCIAL BURGLARY,13300  POWAY ROAD,13300,  ,Poway,CA,92064,,,,,,,,,,,
"13490 Community Rd, Poway, CA 92064",1,SHOPLIFTING (M),13400  COMMUNITY ROAD,13400,  ,Poway,CA,92064,,,,,,,,,,,
"13491 Community Rd, Poway, CA 92064",1,SHOPLIFTING,1000 N  EL CAMINO REAL,1000,  ,Poway,CA,92064,,,,,,,,,,,
"1550 Leucadia Blvd, Encinitas, CA 92024",2,COMMERCIAL ROBBERY - NO WEAPON,1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1551 Leucadia Blvd, Encinitas, CA 92024",2,DISORD CONDUCT:ALC,1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1552 Leucadia Blvd, Encinitas, CA 92024",2,SIMPLE BATTERY,1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1553 Leucadia Blvd, Encinitas, CA 92024",2,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL,1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1554 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT W/ 2 PRIOR CONVICTIONS,1500  LEUCADIA BOULEVARD,1500,  ,Encinitas,CA,92024,,,,,,,,,,,
"1555 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(SHOPLIFT),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1556 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(SHOPLIFT),1500  LEUCADIA BOULEVARD,1500,  ,Encinitas,CA,92024,,,,,,,,,,,
"1557 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(SHOPLIFT),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1558 Leucadia Blvd, Encinitas, CA 92024",2,THEFT,1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1559 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT (Shoplifting) (F),1900  CALLE BARCELONA,1900,  ,Encinitas,CA,92024,,,,,,,,,,,
"1560 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(ALL OTHER LARCENY),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1561 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(SHOPLIFT),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1562 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT (SHOPLIFTING),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1563 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(SHOPLIFT),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1564 Leucadia Blvd, Encinitas, CA 92024",2,SHOPLIFTING,1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1565 Leucadia Blvd, Encinitas, CA 92024",2,COMMERCIAL ROBBERY - NO WEAPON,1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1566 Leucadia Blvd, Encinitas, CA 92024",2,DISORD CONDUCT:ALC,1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1567 Leucadia Blvd, Encinitas, CA 92024",2,SIMPLE BATTERY,1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1568 Leucadia Blvd, Encinitas, CA 92024",2,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL,1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1569 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT W/ 2 PRIOR CONVICTIONS,1500  LEUCADIA BOULEVARD,1500,  ,Encinitas,CA,92024,,,,,,,,,,,
"1570 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(SHOPLIFT),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1571 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(SHOPLIFT),1500  LEUCADIA BOULEVARD,1500,  ,Encinitas,CA,92024,,,,,,,,,,,
"1572 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(SHOPLIFT),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1573 Leucadia Blvd, Encinitas, CA 92024",2,THEFT,1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1574 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT (Shoplifting) (F),1900  CALLE BARCELONA,1900,  ,Encinitas,CA,92024,,,,,,,,,,,
"1575 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(ALL OTHER LARCENY),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1576 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(SHOPLIFT),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1577 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT (SHOPLIFTING),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1578 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(SHOPLIFT),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1579 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1900  CALLE BARCELONA,1900,  ,Encinitas,CA,92024,,,,,,,,,,,
"1580 Leucadia Blvd, Encinitas, CA 92024",2,COMMERCIAL BURGLARY,1500  LEUCADIA BOULEVARD,1500,  ,Encinitas,CA,92024,,,,,,,,,,,
"1581 Leucadia Blvd, Encinitas, CA 92024",2,SHOPLIFTING,1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1582 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT W/ 2 PRIOR CONVICTIONS,1500  LEUCADIA BOULEVARD,1500,  ,Encinitas,CA,92024,,,,,,,,,,,
"1583 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1900  CALLE BARCELONA,1900,  ,Encinitas,CA,92024,,,,,,,,,,,
"1584 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT (SHOPLIFTING),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1585 Leucadia Blvd, Encinitas, CA 92024",2,DISORD CONDUCT:ALC,1500  LEUCADIA BOULEVARD,1500,  ,Encinitas,CA,92024,,,,,,,,,,,
"1586 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(SHOPLIFT),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1587 Leucadia Blvd, Encinitas, CA 92024",2,SHOPLIFTING,1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1588 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT (Shoplifting) (F),1900  CALLE BARCELONA,1900,  ,Encinitas,CA,92024,,,,,,,,,,,
"1589 Leucadia Blvd, Encinitas, CA 92024",2,SIMPLE BATTERY,1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1590 Leucadia Blvd, Encinitas, CA 92024",2,DUI ALCOHOL (M),7900  EL CAMINO REAL,7900,  ,Encinitas,CA,92024,,,,,,,,,,,
"1591 Leucadia Blvd, Encinitas, CA 92024",2,DUI ALCOHOL (M),7900  EL CAMINO REAL,7900,  ,Encinitas,CA,92024,,,,,,,,,,,
"1592 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(SHOPLIFT),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1593 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(SHOPLIFT),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1594 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(SHOPLIFT),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1595 Leucadia Blvd, Encinitas, CA 92024",2,GRAND THEFT (SHOPLIFTING),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1596 Leucadia Blvd, Encinitas, CA 92024",2,PETTY THEFT(All Other Larceny) (M),1900  CALLE BARCELONA,1900,  ,Encinitas,CA,92024,,,,,,,,,,,
"1597 Leucadia Blvd, Encinitas, CA 92024",2,SHOPLIFTING (M),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1598 Leucadia Blvd, Encinitas, CA 92024",2,POSSESS CONTROLLED SUBSTANCE (M),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1599 Leucadia Blvd, Encinitas, CA 92024",2,POSSESS CONTROLLED SUBSTANCE (M),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1600 Leucadia Blvd, Encinitas, CA 92024",2,USE/UNDER INFL OF CONTROLLED SUBS (M),1000 N  EL CAMINO REAL,1000,  ,Encinitas,CA,92024,,,,,,,,,,,
"1601 Leucadia Blvd, Encinitas, CA 92024",2,WILLFUL CRUELTY TO CHILD:WITH MINOR INJURY (M),7900  GRADO EL TUPELO,7900,  ,Encinitas,CA,92024,,,,,,,,,,,
